table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_ai","c5d35eca-8f66-4665-abf0-0c9abba1f372","Ìdalẹkun","n.","the act of forbidding; prohibition; interdiction","8","advanced"
"dictionary_ai","47365717-a53d-4325-ae6e-03eef973f186","Ìdaloju","n.","certainty","7","advanced"
"dictionary_ai","b9e5c6ef-c396-45c3-bb56-be85fd92b4e3","Ìdaloro","n.","torment; torture; oppression","7","advanced"
"dictionary_ai","676acee0-4e7f-4821-b50e-1e0734fb3ce3","Ìdalú","n.","the act of boring","5","intermediate"
"dictionary_ai","d5867342-830f-4c34-b843-36143c75f4a2","Ìdalu","n.","affusion; the act of mixing together","5","intermediate"
"dictionary_ai","4a15c056-91de-4b72-811d-a9229413a7b1","Ìdamarun","n.","a fifth part","8","advanced"
"dictionary_ai","b9465396-5600-4a08-bcc6-e7bb275bf07b","Idamejila","n.","a twelfth part","9","advanced"
"dictionary_ai","1aea34d9-00c5-4dfa-b800-3fffb0a70fa9","Ìdamẹrin","n.","a fourth part","8","advanced"
"dictionary_ai","6e530a96-3fb1-4ede-a575-de4c12622079","Ìdamẹsan","n.","a ninth part","8","advanced"
"dictionary_ai","7c96de41-1ea5-4360-a386-03d89398b034","Ìdamẹta","n.","a third part","7","advanced"
"dictionary_ai","88944cbb-94ec-4db1-b62e-70f03703953c","Ìdamẹwa","n.","a tenth part","7","advanced"
"dictionary_ai","f5e81dfa-35ab-4296-9f95-dd6c49131ac5","Idamọran (da-mọ-ran)","n.","a device; a plan; theory","20","advanced"
"dictionary_ai","08ae92b5-19a2-46ef-9c05-edb529b88512","Idãmu","n.","the act of perplexing; perplexity; confusion; distraction; infatuation","5","intermediate"
"dictionary_ai","6146a761-e3a6-43bb-976e-d23e6a95aa1d","Idán","n.","sleight of hand; an artful trick","4","easy"
"dictionary_ai","761b7b9f-796a-4c37-9da7-98a960f153fd","Ìdan","n.","the bottom of native trousers","4","easy"
"dictionary_ai","5fe54127-c004-45ac-9fd7-53b57966d954","Ìdana","n.","dowry","5","intermediate"
"dictionary_ai","95944397-88b7-46a5-8d4b-deff5a325f9d","Ìdaná","n.","a feast; the act of cooking","5","intermediate"
"dictionary_ai","26fd9709-0959-4a27-a651-7be35ebea370","Ìdaniduro","n.","the act of detaining; detention","9","advanced"
"dictionary_ai","3def0091-2f6f-4ee6-ae6d-7a49a27c6e7d","Ìdanilara (da-enia-li-ara)","n.","the act of disappointing; mortifying; annoying","26","advanced"
"dictionary_ai","080a1da4-f8bf-4fdd-bb39-6920a3274d78","Idaniloju","n.","convincement; certainty; assurance","9","advanced"
"dictionary_ai","09662fb5-9785-40c9-8575-31801ee62266","Ida-npapa","n.","rust","9","advanced"
"dictionary_ai","17266218-c308-4b2f-82bf-589e45fce744","Idanrawo","n.","exercise; exertion; test; proof","8","advanced"
"dictionary_ai","232b01a5-fb60-4e73-92c0-d189322a8018","Ìdanwò","n.","attempt; trial; temptation","6","intermediate"
"dictionary_ai","59b66ac8-ff16-4551-b16d-583c59d42f40","Ìdapọ","n.","a mingling; closeness; annexation; attachment","5","intermediate"
"dictionary_ai","65ebc025-ee05-4d8d-98a4-8378a084a063","Idapọ-Mimọ","n.","Holy Communion","10","advanced"
"dictionary_ai","ee77fa19-96aa-4abe-8eae-ae89e12142d4","Ìdapọṣọkan","n.","union","10","advanced"
"dictionary_ai","bd5fe5a6-e4a0-4151-85d8-e6895b3a3393","Idaran-ọba","n.","treason (lit.—offence against the king)","10","advanced"
"dictionary_ai","159e8ef9-9da6-4608-8d2f-c4ef3d004d8f","Ìdariji (da-ori-ji)","n.","forgiveness; pardon; remission; absolution","19","advanced"
"dictionary_ai","9fcbd8bd-516b-4753-bdf2-39a5d477107b","Ìdarisi","n.","tendency; disposition","7","advanced"
"dictionary_ai","6fe40b0c-e8ca-42fb-b44e-faa62a791c24","Idarò (-arò)","n.","anxious; concern; anxiety","12","advanced"
"dictionary_ai","9fa6f634-8959-4715-b384-f83619077ce1","Ìdarọsọ","n.","a speaking to one-self; soliloquy","7","advanced"
"dictionary_ai","a1f42d20-89b3-4b23-a577-2721f4216280","Idarú","n.","refutal; confusedness","5","intermediate"
"dictionary_ai","c9300abd-7441-4986-8229-816b9f4dd23e","Ìdaru-dapọ̀","n.","the act of mingling in a confused mass; medley; confusion","11","advanced"
"dictionary_ai","dc10eeac-6c7f-4e9f-8f65-3515d352038d","Ìdarunsilẹ","n.","that which causes disease","10","advanced"
"dictionary_ai","764be225-ac03-43c7-b1ca-39258c25700b","Idãsa","n.","remnant from the loom; piece of cloth to patch with","5","intermediate"
"dictionary_ai","dc463be5-ea22-471f-8dec-c02de28b05a1","Ìdasi","n.","remnants; exemption; officiousness","5","intermediate"
"dictionary_ai","ef9cec15-0827-4f0b-8032-1ea59fd1b6fc","Idasilẹlọ","n.","acquittal; liberation","9","advanced"
"dictionary_ai","004b84c6-b07b-42f7-8f2c-f5edbb2185fb","Idaṣà, Idawọ́le","n.","assumption; undertaking; venture; enterprise","15","advanced"
"dictionary_ai","641f9456-9741-4523-b3a6-b80a14c43978","Idaṣe, Adaṣe","n.","venture; risk","12","advanced"
"dictionary_ai","2d7c3a6b-f741-4888-926a-c3ba8cb69366","Idáwo","n.","consultation of the gods or oracles","5","intermediate"
"dictionary_ai","9adf008f-36ad-4dbd-a086-65cff7d6acc6","Ìdawo","n.","contribution","5","intermediate"
"dictionary_ai","fb19e36f-c817-4c71-83cf-f15dc483ed81","Idawo-ode","n.","taxation","9","advanced"
"dictionary_ai","40425363-11e2-4ddf-b538-ab03cdbf7c73","Idawọ́, Idarọ́","n.","dross","14","advanced"
"dictionary_ai","f592c3f8-0cb5-4981-b7de-26a8dc1a6419","Ìdawọpọ","n.","a joining of hands together; union","7","advanced"
"dictionary_ai","992bd99b-2b15-4828-9ce8-46659956265a","Ìdawuru","n.","fluency; free; outlet","7","advanced"
"dictionary_ai","f0029f5d-94f4-4454-b35a-c019e74d9cca","Ìdè","n.","the act of binding; bondage; screw; buckle; brace","3","easy"
"dictionary_ai","36cb57b9-95fe-4dcc-a010-8d6770f073f0","Idé","n.","arrival","3","easy"
"dictionary_ai","fb1fe8fa-d00f-4ee5-88da-0ac49d425012","Ìde-àjaga","n.","bond; yoke","9","advanced"
"dictionary_ai","987a563f-a6f1-47d2-900d-721437df5996","Ìde-ọwọ","n.","handcuffs; manacles","7","advanced"
"dictionary_ai","dd918cd2-3dc5-4408-b737-f9535514f720","Ìde-lọna","n.","the act of hindering; opposition","8","advanced"
"dictionary_ai","054ced4a-e7c8-4510-98f7-05abcf2b2a3f","Ìdena","n.","hindrance; opposition; obstacle","5","intermediate"
"dictionary_ai","0d57add1-6deb-4aaf-97f9-6797019c4cba","Ìdeti","n.","the face bone near the ear; tympanum; drum of the ear","5","intermediate"
"dictionary_ai","ad85cfa5-c12a-4bf5-b9d5-0288b8d74375","Ìdẹ","n.","loosening; softening; maturity; a glass bottle holding about five gallons, called by sailors a demijohn","3","easy"
"dictionary_ai","2e5c8647-da59-40d8-8d83-ee47bff074ba","Ìdẹ́","n.","brass","4","easy"
"dictionary_ai","4948313d-5ff0-4f35-a928-16da496c2c31","Idajọ-ẹgbe","n.","partial judgment","10","advanced"
"dictionary_ai","238045ec-00dc-4206-bc35-d3f3526530e6","Ìdẹra","n.","ease; laxation","5","intermediate"
"dictionary_ai","f8098cda-2a0e-4461-91b9-8989f6eb72c1","Ìdẹrin","n.","exciting to laughter","6","intermediate"
"dictionary_ai","2fbdd85f-0023-40f6-8783-063cb01ddea4","Ìdẹruba","n.","alarm; discouragement; terror","7","advanced"
"dictionary_ai","d45f7485-728d-46bb-9563-af5296e736de","Ìdẹsi","n.","instigation","5","intermediate"
"dictionary_ai","223fffde-8cd0-42b2-8c5f-ab8b62566fa7","Ìdẹtí (di-ẹtì)","n.","failure; inability to accomplish","14","advanced"
"dictionary_ai","ba00d92a-96a0-4c59-88f6-315ae40c5c33","Ìdẹwo (dẹ́-wo)","n.","temptation; trial; snare; seducement","14","advanced"
"dictionary_ai","5393fc8d-8a1b-4e8f-b791-13549a223608","Ìdẹwọ","n.","mitigation; relaxation","5","intermediate"
"dictionary_ai","04ae3103-01a8-47c8-ab9a-206e93f5b8e0","Ídì","n.","eagle","3","easy"
"dictionary_ai","0a6c9893-7d7f-4b70-8266-bf3242906afb","Ìdi","n.","bundle","3","easy"
"dictionary_ai","c44b9134-afff-4fd0-9624-91f169b3b53d","Ìdĩ","n.","bud; blossom","3","easy"
"dictionary_ai","e648e21a-84fd-46f5-aeb6-c724c2b1d754","Ìdi-erupẹ̀","n.","sod","10","advanced"
"dictionary_ai","84d9703a-3277-4d30-8513-c903bd6a5d53","Ìdi-ibọn","n.","breech of a gun","8","advanced"
"dictionary_ai","61fe0bdd-ace5-4f37-96de-87da3980122d","Ìdi-irun","n.","lock of hair","8","advanced"
"dictionary_ai","71a5188d-d7fa-4747-9bae-af6511ba1f30","Ìdi-okun","n.","osprey; fishing eagle","8","advanced"
"dictionary_ai","eb1d7be2-8fd2-4245-97bc-0aad8c565e1e","Idide","n.","the act of rising","5","intermediate"
"dictionary_ai","3009c7b6-b45b-46ad-b93b-e58d49109532","Idĩgi, Ẹru-igi","n.","bundle of wood","14","advanced"
"dictionary_ai","9bcf8fd5-f6c0-4cbd-8a95-3be131dc80f6","Ídigbaró (dá-igba-ró)","n.","continual standing; an erect position","21","advanced"
"dictionary_ai","937faa2a-120b-437f-a541-9ab003425afe","Ìdije","n.","competition; race","5","intermediate"
"dictionary_ai","ea48d10e-35c6-4eb1-81f7-84805a9d8ec8","Idijì (dá-iji)","n.","fear; fright; alarm","14","advanced"
"dictionary_ai","cd79588e-8f3e-4242-8076-839fa5753bb3","Ìdiju","n.","the act of shutting the eye","5","intermediate"
"dictionary_ai","eef16841-b72c-4095-9921-37397ac2516a","Ìdíju-ọna","n.","blocking the road","9","advanced"
"dictionary_ai","0ed3662d-52e8-48a8-b555-96844e36f656","Ìdikàsi","n.","a stale state; mustiness","7","advanced"
"dictionary_ai","60d0b0bb-9832-48ee-bd05-5c5521f36c3e","Idíle","n.","family; household; clan","5","intermediate"
"dictionary_ai","f0a109ea-4cee-4579-ae32-82ec313db2bc","Ìdiloju","n.","blindfold","7","advanced"
"dictionary_ai","e9e36327-6a4d-4317-84a0-a8ed8f684baf","Ìdilọ́na","n.","obstacle","8","advanced"
"dictionary_ai","2a413e39-1390-4213-92ab-08c0e2d73f83","Ìdilọwọ","n.","interruption; impediment","7","advanced"
"dictionary_ai","09180e42-4152-47aa-89c4-b1e8a30a9829","Ìdilu","n.","the act of congealing","5","intermediate"
"dictionary_ai","de3e1e9c-f8a7-4362-90b8-fa693139e84c","Ìdimọra","n.","the act of winding things around the body","7","advanced"
"dictionary_ai","9c66012b-f50c-4a5b-ad35-4bc27e35af88","Ìdimu","n.","grasp; apprehension","5","intermediate"
"dictionary_ai","74972d15-a427-4e9d-a7b0-4661429a15eb","Ìdin, Ìdi","n.","name of a tree, the root of which is used as chewing sticks","9","advanced"
"dictionary_ai","8d337bc8-e265-4abf-b8df-b225e0fe42cc","Ìdin","n.","maggot; grub; weevil","4","easy"
"dictionary_ai","3c87a9bb-ad31-4420-a83e-40a1d4bd6f36","Ìdina","n.","hindrance; barricade","5","intermediate"
"dictionary_ai","1f15e42a-952d-421f-a234-89cbab76a520","Idinu","n.","passion; anger","5","intermediate"
"dictionary_ai","056da0ca-16ee-4c56-96e8-d8c0007fe541","Ìdinu","n.","the act of shutting the mouth","5","intermediate"
"dictionary_ai","9b07133f-0e87-4416-8901-220e4de0b929","Ìdipara","n.","rustiness","7","advanced"
"dictionary_ai","89f2bc06-3730-4270-85ac-67ba5065f78e","Ìdirí","n.","the act of tying or binding the hair; head-dress; act of plaiting the hair","5","intermediate"
"dictionary_ai","e45b121f-d0a3-4485-b194-41c46ba55fec","Ìdirun","n.","the act of plaiting the hair","6","intermediate"
"dictionary_ai","b16acdba-a3a0-46a8-9fb3-d45defe1b3b4","Ìditi","n.","deafness","5","intermediate"
"dictionary_ai","5a392eab-7d0d-4eb6-ab03-831c85d01a15","Ìdiwọ","n.","obstacle; obstruction; encumbrance","5","intermediate"
"dictionary_ai","4edfd165-b34f-4343-bcff-9f23043f3029","Idiwọn","n.","measurement","6","intermediate"
"dictionary_ai","4d5870e9-96e6-4a3a-b81d-abd6f71fe7b7","Idiyele","n.","the act of estimating; valuation","7","advanced"
"dictionary_ai","3630ab04-dcbf-4838-a391-ea744fd6dfaf","Idoti","n.","invasion; encampment; siege; blockade; colonization","5","intermediate"
"dictionary_ai","868ad2a1-711b-4c7c-8dde-5d85388ca9f5","Ìdo, Ìdoro","n.","the seeds of the canna plant","10","advanced"
"dictionary_ai","2f14eae9-c802-4c94-893a-f0f4e8b680ad","Ìdodo","n.","navel","5","intermediate"
"dictionary_ai","1701203e-5e47-470f-ac41-ca4835f859bd","Ìdofun","n.","a kind of plum tree","6","intermediate"
"dictionary_ai","c21fb3cf-608d-45b3-a54c-e80cdde22f7e","Ìdogun, Idipara","n.","rust","15","advanced"
"dictionary_ai","102e382d-abca-4777-84c0-adf75c1e0f72","Ìdọbalẹ","n.","prostration; falling on the face; a mark of respect to a superior by the male","7","advanced"
"dictionary_ai","99654f0c-cb5b-49bc-86a6-0ff60820526d","Idọdẹ̃, Idẹ","n.","hunt; chase","11","advanced"
"dictionary_ai","a34d6875-ac60-4a2a-84b8-9ec7d5bb792d","Ídọgba","n.","regularity; evenness; equality","6","intermediate"
"dictionary_ai","ec38d6cb-1d44-4c30-87da-bbb6a2d25627","Ìdũn","n.","bug; flea","4","easy"
"dictionary_ai","a736c2cf-eeb1-440e-a7de-e10a91fb4707","Ìdun","n.","a sound; cry as of a bird","4","easy"
"dictionary_ai","3ac3980a-40cb-4ecf-9301-949e4f93e24d","Ìdunmọ","n.","pleasure; enjoyment","6","intermediate"
"dictionary_ai","4aa4666e-a44f-4d0d-9d20-faed63e9c01a","Ìdu","n.","a denial or refusal of a request or petition","3","easy"
"dictionary_ai","8379efb7-7892-4f91-9961-ee6d2f1eaa9a","Ìdugbolu","n.","stumbling-block; onset; shock","8","advanced"
"dictionary_ai","d95ef849-efa4-4978-a8cb-f27136ab163f","Ìdúpẹ","n.","thanks; thanksgiving; Eucharist","5","intermediate"
"dictionary_ai","1b0535c7-55ff-474b-a893-a989026d5eeb","Ìdura","n.","the act of making an effort from falling down","5","intermediate"
"dictionary_ai","a58e8596-6e35-4d70-be1f-c005a4906618","Ìduro-ṣinṣin","n.","a standing fast","12","advanced"
"dictionary_ai","e73fe82f-2f95-4f78-8dd4-78c861c71ea0","Ìfà","n.","good luck; gain; advantage","3","easy"
"dictionary_ai","c2509a47-e3dd-49c8-bf97-12c63ee4bdab","Ífá","n.","the god of palm nuts; a tool with two handles (used to scoop out the pulp of green calabashes)","3","easy"
"dictionary_ai","ecd473d4-9d27-4b6c-a573-7360013ff080","Ìfajuro","n.","sadness; sorrow","7","advanced"
"dictionary_ai","51a27b23-a64b-4050-9a30-04f0d96de401","Ìfamọra","n.","intimacy","7","advanced"
"dictionary_ai","80fd17f8-f266-4b08-a069-5a17e028df98","Ìfani (ẹfa-oni)","n.","six days","15","advanced"
"dictionary_ai","372ae1d0-5f29-4744-ac10-2b1d01f5c396","Ìfanimọrá","n.","sociableness; friendliness","9","advanced"
"dictionary_ai","74f2ac7b-ab04-40b4-8da9-41bcbf292bbd","Ìfarabalẹ","n.","carefulness; attention","9","advanced"
"dictionary_ai","e658e6d6-00b9-43d6-aa2f-ae95737c9e23","Ifarahan (fi-ara-han)","n.","appearance; a vision","21","advanced"
"dictionary_ai","c9043d9c-ef86-4de1-9695-98fa52c6c15d","Ìfarakọra","n.","connexion; proximity","9","advanced"
"dictionary_ai","1ba128ef-d66a-430f-bf37-d8f3e8e9f22e","Ìdẹjú","n.","easy-going","5","intermediate"
"dictionary_ai","e2649680-c6da-4b15-b39e-e8923426bce0","Ìfararọ̀","n.","leaning on; resting upon","8","advanced"
"dictionary_ai","ea9d9a38-abaf-422b-9b97-bcfa6b466bcf","Ìfararọ́","n.","sprain; dislocation of joints","8","advanced"
"dictionary_ai","da2a6d59-3052-42ff-8f35-4ddf974025dc","Ìfarati","n.","support; stay; trust","7","advanced"
"dictionary_ai","9faca9f7-a0b6-4bba-a7da-ba02e80286d3","Ìfarawe","n.","imitation; emulation; sham","7","advanced"
"dictionary_ai","ec4df51a-5738-4004-99ea-ced2d89c1707","Ìfasẹhin","n.","abatement; reduction; diminution","8","advanced"
"dictionary_ai","6d567cad-73a6-4c70-acad-efa48015595a","Ìfatu","n.","the act of plucking up by the root; extirpation","5","intermediate"
"dictionary_ai","c24b0cc3-0117-49d3-a801-a88df604017d","Ìfaya","n.","the act of tearing; laceration","5","intermediate"
"dictionary_ai","8900a8b5-477e-47e3-910a-9f4b2fb1c8bd","Ìfe","n.","a small-sized bird","3","easy"
"dictionary_ai","32e558fb-3763-4fe1-9ff3-84244f827013","Ife","n.","whistling","3","easy"
"dictionary_ai","db50490a-061b-461a-b8b3-9220963dd47d","Ífe","n.","cup; a tumbler shaped gourd","3","easy"
"dictionary_ai","d9fb172c-a743-41c9-9573-fd03f46f441f","Ìfefe","n.","a kind of hollow reed","5","intermediate"
"dictionary_ai","e5d66203-13c4-49d5-9051-5e858c40e6f5","Ìfetisi","n.","obedience; attention","7","advanced"
"dictionary_ai","4300734b-3fe1-47c7-8368-e2a320c8c5e0","Ìfẹ","n.","liking; willingness","3","easy"
"dictionary_ai","702a0b1c-859c-4dc9-8bcd-9fda3740b33d","Ìfẹ́","n.","love; will; desire; cordiality","4","easy"
"dictionary_ai","2346568e-1035-42a3-a129-1c9e7ed4e3e4","Ìfẹ-afẹju","n.","idolise","9","advanced"
"dictionary_ai","ede029cc-7ace-4cd9-9e98-2f5e4eca05f9","Ìfẹ-ẹnia","n.","philanthropy","8","advanced"
"dictionary_ai","c2e97f51-94d9-49fb-a14f-1926d4fc4772","Ìfẹhinti","n.","support; patronage; refuge","8","advanced"
"dictionary_ai","2c4b453d-d06a-4d51-abb6-984c64ce0b31","Ìfẹkufẹ","n.","lust; concupiscence","7","advanced"
"dictionary_ai","adf0eda7-5a32-483f-97c6-b311c689102c","Ìfẹ-mọ-ni-keji (fẹ-ọmọ-ẹnia-keji)","n.","brotherly love","33","advanced"
"dictionary_ai","0a4536b3-0811-42b9-a32f-0927b80f6f21","Ifẹ́ni (fẹ-ẹnia)","n.","charity; love","16","advanced"
"dictionary_ai","f93fe416-838e-49d3-b7a5-a6f39253337f","Ifẹra-ẹ́ni","n.","self-love; selfishness","10","advanced"
"dictionary_ai","e8ab13f8-e1d6-4a58-a003-3dba7f3b3bb2","Ìfẹri, Tutu","n.","coolness; moderation of heat","11","advanced"
"dictionary_ai","097a7bee-6c01-4992-b167-faf541280386","Ìfẹsẹmulẹ","n.","edification; establishment; confirmation","9","advanced"
"dictionary_ai","b1672eaf-003b-4ea5-9db3-f31a8d7a39c7","Ìfẹṣẹji","n.","forgiveness of sins","7","advanced"
"dictionary_ai","e782a7f3-45ba-476d-b29c-4624f5866346","Ifibú, Ifiré","n.","a curse; imprecation; execration","12","advanced"
"dictionary_ai","aef90464-84e9-4ab2-9784-3759d4536f35","Ìfibun, Ìfifun","n.","gift; present; exemption","14","advanced"
"dictionary_ai","b4f3b200-8894-44a7-b694-3f8ed51d608f","Ìfifalẹ","n.","want of diligence; negligence","7","advanced"
"dictionary_ai","5befad60-c6f0-40ba-9e93-e1e346aea990","Ìfiji","n.","the act of forgiving; forgiveness; absolution","5","intermediate"
"dictionary_ai","c37652b4-ff8d-4348-b8e8-62fc98736d15","Ìfifun","n.","the act of giving or delivering to","6","intermediate"
"dictionary_ai","5c846faa-f374-4783-9289-5b55e0ba1d14","Ìfihan","n.","a show; exhibition; parade; index; specimen; revelation","6","intermediate"
"dictionary_ai","2abd1ce4-0ba1-4d25-8759-bf18a261d5f4","Ìfijona","n.","burnt","7","advanced"
"dictionary_ai","879ed91a-f9ab-4c30-a870-98e2e88cf1a0","Ìfikalẹ","n.","the act of establishing; a settlement","7","advanced"
"dictionary_ai","483e533e-36d7-40be-89c5-c5a676e29048","Ìfilelẹ","n.","establishment; ordination","7","advanced"
"dictionary_ai","c08d6359-d696-455a-b8a4-99dc8fe8f4bc","Ìfilọ̀","n.","the act of publishing; consultation","6","intermediate"
"dictionary_ai","2f215f97-4254-4bfd-8543-405fe42b25bc","Ìfinra","n.","tattooing; fumigation","6","intermediate"
"dictionary_ai","3b6bdc4b-6cf5-43b4-b208-90eb39267fbc","Ìfinran","n.","encroachment; aggression","7","advanced"
"dictionary_ai","556910cf-9422-40f2-8c3a-5c3d797ffb36","Ìfipamọ, Ìfisin","n.","a hiding; concealment","15","advanced"
"dictionary_ai","b8c64a4f-8b68-4f5e-a46b-28afa4b37ae5","Ìfirọ̀","n.","the act of suspending on a hook or pin","6","intermediate"
"dictionary_ai","9f7dc746-a319-47f0-a63c-4fba9a4eed17","Ìfisi","n.","a putting upon","5","intermediate"
"dictionary_ai","b6cb778b-0ac3-4438-8934-4fc3397f7607","Ìfisile-ide, Ìfisitubu","n.","imprisonment; bondage","22","advanced"
"dictionary_ai","61c64b92-87c8-458d-b7c8-138f04efb565","Ìfisilẹ̀","n.","abandonment; resignation","8","advanced"
"dictionary_ai","4e1811fb-1644-40ae-a7f4-0331bbdd3b38","Ìfiṣofo","n.","a waste; extravagance","7","advanced"
"dictionary_ai","a56473c2-ed99-40db-a869-ae39e451b273","Ìfiṣọrọsọ","n.","a byword; an object of common talk","9","advanced"
"dictionary_ai","f0c7f47a-48fd-4e64-9adc-95792c25d35e","Ìfiṣiro","n.","multiplication","7","advanced"
"dictionary_ai","f0f80f9e-a5b0-4cfa-8426-decf73ed424f","Ìfiṣura","n.","preservation; a stand by","7","advanced"
"dictionary_ai","2614c017-7e6d-40e4-8dd4-f12c539d05ba","Ìfitọrẹ (fi-ta-ọrẹ)","n.","gift; present; offertory","19","advanced"
"dictionary_ai","9242b811-1935-4f81-ad57-f61ba7fcc95e","Ìfiwe","n.","the act of comparing one thing with another; comparison","5","intermediate"
"dictionary_ai","8dda0403-e50d-482a-bc06-e94dcc772d06","Ìfiyesi","n.","consideration; attention; remark","7","advanced"
"dictionary_ai","bfabc34c-ddc3-4d02-bae5-b205cb8e37ee","Ìfofó, Ifo","n.","foam; froth; float; scum","10","advanced"
"dictionary_ai","ec91731c-359a-46b2-845c-4029a7f8d5b0","Ìfohunwehun","n.","simile; similitude","11","advanced"
"dictionary_ai","c0cac15d-846b-47e6-b911-ebf4e14e3620","Ìfoiya","n.","fear; dismay; dread","6","intermediate"
"dictionary_ai","d58c1fcb-263f-4ac4-8468-f32d940afa78","Ìfojupè","n.","winking","7","advanced"
"dictionary_ai","042e7a6d-cf16-4758-afd2-5a8600322e79","Ìfojukoju","n.","a being face to face","9","advanced"
"dictionary_ai","5a7e30d2-bfb7-4a10-81fd-8b6f3547b364","Ìfojusi","n.","attention; observation","7","advanced"
"dictionary_ai","d44491ad-c919-45b8-acab-86f242323ca1","Ifojusilẹ","n.","the act of watching","9","advanced"
"dictionary_ai","5b3f620a-5f29-47e8-bc1e-ed809a0a5d57","Ìforibalẹ","n.","obedience; homage","9","advanced"
"dictionary_ai","b4b9845d-6496-497a-be53-a6df03e91068","Ìforifo","n.","flake","7","advanced"
"dictionary_ai","a5caac71-2e42-452d-9730-73f919599941","Ìforiti","n.","perseverance","7","advanced"
"dictionary_ai","49ce1f5b-4100-4802-9e73-3450722b8a34","Ìfo-soki","n.","a jump; leap","8","advanced"
"dictionary_ai","33583757-e39f-46f1-995c-3b65f15d1023","Ìfiyesi, Ifojusi","n.","attention","16","advanced"
"dictionary_ai","1b12fa0f-2913-4380-b93d-e4bb25923cba","Ìfọju (fọ-oju)","n.","blindness","14","advanced"
"dictionary_ai","611fea89-ccd7-47da-898f-724888af981e","Ìfọkanran","n.","endurance; hard-ship; reliance","9","advanced"
"dictionary_ai","43011005-d0ff-4c09-b7b3-3d4aed3d6613","Ìfọkan-sọ","n.","confidence; reliance","9","advanced"
"dictionary_ai","ab8e9a82-1014-4850-a43a-ac420ade493c","Ìfọle (fọ-ile)","n.","house-breaking","14","advanced"
"dictionary_ai","bc9587bb-d5d7-4263-b4d0-1e38f21b6fd6","Ìfọnahan","n.","the act of showing the way","8","advanced"
"dictionary_ai","b338b1ce-fac3-4148-bf35-e93969e88da4","Ìfọranlọ","n.","consultation","8","advanced"
"dictionary_ai","a2193a7c-10de-4b69-90e2-46b92551ec8c","Ìfarapamọ","n.","hiding","9","advanced"
"dictionary_ai","7ba1a875-2394-4d18-99ac-b78b8ee9e9da","Ìfọwọkọ","n.","to link arms; to walk arm in arm","7","advanced"
"dictionary_ai","8b752268-adb1-4b0d-9279-ddf7ac6ba6bc","Ìfọwọrọriku","n.","natural death; peaceful death (opposite of violent death)","11","advanced"
"dictionary_ai","006e71a5-eb73-4d4e-a563-5b7b97dc2ef8","Ìfọwọsọwọ","n.","mutual agreement","9","advanced"
"dictionary_ai","a2347d76-8b35-40c1-a27f-aa6010267f75","Ìfọwọta","n.","careless search","7","advanced"
"dictionary_ai","cb1158fc-cfd1-4186-b086-2bf50587c3ca","Ìfọwọtọ","n.","guiding with the hand","7","advanced"
"dictionary_ai","70ac6101-dcae-4f6a-8a75-7a90b1a69841","Ìfun","n.","bowels; entrails; intestines","4","easy"
"dictionary_ai","a6bf5e82-6725-4899-8ec2-c6e4dda83fc6","Ìfunnu","n.","brag; boast","6","intermediate"
"dictionary_ai","a3998d5c-cc1f-47c6-9280-8e6cfd30750b","Ifúnrugbin","n.","the act of sowing seed; sowing","10","advanced"
"dictionary_ai","d9d32874-e2e4-4310-b4c4-4872ae2a7382","Ìfunti","n.","wine-press","6","intermediate"
"dictionary_ai","cff01aec-7841-4f1f-948b-acba17ba5bd3","Ìfura","n.","suspicion; doubt","5","intermediate"
"dictionary_ai","ea1929c5-78b0-48d4-be72-2d0ad1094a65","Ìga","n.","altitude; height","3","easy"
"dictionary_ai","d8e093b1-2885-44be-9fa0-0fc3ef351e4f","Igàn","n.","piece","4","easy"
"dictionary_ai","cb1d74bd-2a67-4889-bd49-bcee1764ce55","Ìganna","n.","walls around premises","6","intermediate"
"dictionary_ai","ee5da187-5858-45f5-b838-026d4ea49c8c","Ìgede","n.","mystery (applied only to superstitions, charms, etc.)","5","intermediate"
"dictionary_ai","a0f7f1a7-584f-4e94-82b6-ca8e66246561","Ìgegun","n.","the act of abjuring; abjuration","6","intermediate"
"dictionary_ai","33763c51-a4f0-48b1-aee0-c78935a07a87","Ìgere","n.","fish-pot","5","intermediate"
"dictionary_ai","365c6403-b438-451a-8c48-09292babf87c","Ìgẹ","n.","breast; chest","3","easy"
"dictionary_ai","497f9f5e-40fa-4adf-90d5-6e0d2d07d2ca","Ìgi","n.","tree; wood; fuel","3","easy"
"dictionary_ai","b93c52fd-6033-4425-8fe1-7e0aeae6a959","Igi-ajagbọn","n.","tamarind tree","11","advanced"
"dictionary_ai","227501ba-85d6-48da-9a88-a503398f9350","Ígi-alore","n.","a high tree used as a watch-tower or lookout","9","advanced"
"dictionary_ai","a4810a4e-392e-450f-8779-ec1287d36594","Ígi-atulọ́","n.","sapling; seedling; young plant","10","advanced"
"dictionary_ai","03e44408-9082-487e-af3a-dc41d8d1105f","Ígi-eleso","n.","fruit-bearing tree","9","advanced"
"dictionary_ai","e1ccb51a-fca5-4437-bd23-fb998d167f5a","Ígi-idana","n.","firewood","9","advanced"
"dictionary_ai","423393ff-9d54-4a1c-8133-c80eda46fe30","Igì-dudu","n.","the ebony tree","8","advanced"
